popularity,dance,duration,energy,tempo,valence,genre
30,0.669,387.707,0.92,119.79,0.89,Blues
30,0.448,229.053,0.684,88.326,0.224,Blues
30,0.365,232.44,0.678,113.991,0.147,Blues
30,0.391,322.267,0.665,168.742,0.641,Blues
30,0.402,263.227,0.912,143.231,0.687,Blues
30,0.41,215.507,0.808,162.721,0.381,Blues
30,0.706,329.44,0.502,112.435,0.785,Blues
30,0.251,210.307,0.518,185.639,0.0388,Blues
30,0.54,209.56,0.759,121.26,0.709,Blues
30,0.711,263.88,0.544,101.849,0.51,Blues
30,0.637,177.493,0.397,124.206,0.713,Blues
30,0.329,171.667,0.262,145.285,0.111,Blues
30,0.555,222.333,0.814,81.443,0.637,Blues
30,0.356,250.16,0.847,100.822,0.433,Blues
30,0.824,209.613,0.757,120.506,0.68,Blues
30,0.637,190.307,0.923,124.691,0.317,Blues
30,0.546,215.957,0.847,94.997,0.557,Blues
30,0.259,160.253,0.249,87.531,0.187,Blues
30,0.711,244.147,0.709,98.202,0.697,Blues
30,0.527,474.667,0.557,72.28,0.615,Blues
30,0.599,374.92,0.349,143.311,0.501,Blues
30,0.489,180.253,0.859,156.015,0.584,Blues
30,0.264,391.56,0.613,209.627,0.248,Blues
30,0.467,282.44,0.52,123.733,0.576,Blues
30,0.558,256.867,0.58,130.938,0.902,Blues
30,0.636,193.2,0.659,81.115,0.966,Blues
30,0.402,189.586,0.951,174.075,0.571,Blues
30,0.302,346.947,0.433,85.976,0.0934,Blues
30,0.596,155.573,0.759,100.684,0.86,Blues
30,0.523,193.2,0.694,130.024,0.697,Blues
30,0.597,189.718,0.713,95.712,0.771,Blues
30,0.556,251.293,0.923,124.021,0.722,Blues
30,0.463,210.68,0.332,77.158,0.203,Blues
30,0.328,575.507,0.769,108.726,0.583,Blues
30,0.726,472.12,0.632,126.001,0.528,Blues
30,0.682,286.96,0.586,118.567,0.865,Blues
30,0.702,168.293,0.404,75.594,0.809,Blues
30,0.483,144,0.877,111.959,0.464,Blues
30,0.694,255.133,0.911,126.987,0.876,Blues
30,0.367,174.44,0.625,150.885,0.798,Blues
30,0.382,193.693,0.521,139.618,0.112,Blues
30,0.781,223.267,0.444,104.395,0.598,Blues
30,0.582,200.533,0.44,184.333,0.758,Blues
30,0.356,150.827,0.955,77.41,0.169,Blues
30,0.21,167.507,0.86,164.762,0.402,Blues
30,0.319,337.637,0.905,128.241,0.234,Blues
30,0.255,187.427,0.961,165.307,0.862,Blues
30,0.493,200.013,0.95,113.107,0.169,Blues
30,0.664,173.04,0.739,93.584,0.904,Blues
30,0.781,157,0.133,108.433,0.727,Blues
30,0.187,259.987,0.651,176.18,0.0686,Blues
30,0.502,263.52,0.847,173.61,0.759,Blues
30,0.473,195.333,0.158,182.973,0.599,Blues
30,0.307,282.173,0.866,178.332,0.486,Blues
30,0.398,194.908,0.0875,205.614,0.418,Blues
30,0.343,157.36,0.471,184.045,0.294,Blues
30,0.512,271.853,0.703,105.276,0.53,Blues
30,0.624,219.027,0.662,135.087,0.816,Blues
30,0.63,132.933,0.418,78.187,0.9,Blues
30,0.504,168.292,0.805,118.855,0.587,Blues
30,0.829,235.467,0.716,103.318,0.782,Blues
30,0.6,193.92,0.945,103.023,0.686,Blues
30,0.668,147.16,0.165,96.468,0.511,Blues
30,0.511,235.227,0.268,148.002,0.36,Blues
30,0.478,371.32,0.611,62.022,0.558,Blues
30,0.372,396.387,0.853,139.465,0.498,Blues
30,0.374,192.293,0.185,95.946,0.591,Blues
30,0.624,166.453,0.587,136.41,0.658,Blues
30,0.621,279.973,0.433,79.997,0.342,Blues
30,0.38,278.987,0.89,145.838,0.694,Blues
30,0.748,231.2,0.67,81.572,0.939,Blues
30,0.295,360.693,0.913,171.615,0.665,Blues
30,0.539,146.133,0.66,148.268,0.735,Blues
30,0.565,64.64,0.701,93.245,0.138,Blues
30,0.571,249.093,0.851,90.522,0.631,Blues
30,0.492,131.76,0.531,162.237,0.818,Blues
30,0.35,199.36,0.806,147.075,0.395,Blues
30,0.673,280,0.316,130.828,0.75,Blues
30,0.77,215.493,0.565,114.069,0.266,Blues
30,0.298,414.348,0.412,136.381,0.501,Blues
30,0.492,151.813,0.432,122.57,0.498,Blues
30,0.428,176.493,0.855,139.399,0.705,Blues
30,0.463,196.933,0.252,108.424,0.333,Blues
30,0.689,319.867,0.425,97.65,0.338,Blues
30,0.595,176.587,0.634,154.659,0.898,Blues
30,0.441,310.729,0.9,119.141,0.465,Blues
30,0.546,255.893,0.54,87.532,0.183,Classical
30,0.164,282.56,0.0366,138.408,0.0337,Classical
30,0.0773,287.227,0.025,80.83,0.0324,Classical
30,0.565,210.147,0.117,101.936,0.576,Classical
30,0.204,830.703,0.066,130.554,0.0325,Classical
30,0.207,475.6,0.0351,104.176,0.0956,Classical
30,0.144,169,0.0355,91.706,0.09,Classical
30,0.166,930.987,0.227,82.309,0.0903,Classical
30,0.175,660.52,0.134,73.237,0.0363,Classical
30,0.271,225.093,0.0361,108.442,0.125,Classical
30,0.203,1418.213,0.0942,103.765,0.0636,Classical
30,0.268,100.107,0.0157,93.227,0.178,Classical
30,0.106,529.173,0.0373,79.979,0.0337,Classical
30,0.319,341.017,0.132,143.814,0.32,Classical
30,0.163,328.933,0.0221,86.745,0.0511,Classical
30,0.241,135.6,0.0875,96.91,0.145,Classical
30,0.119,1107.267,0.052,83.501,0.0319,Classical
30,0.395,175.067,0.0685,82.959,0.251,Classical
30,0.572,442.76,0.322,107.557,0.551,Classical
30,0.346,417.04,0.276,136.611,0.334,Classical
30,0.363,209.267,0.153,149.984,0.351,Classical
30,0.333,221.173,0.0288,100.189,0.0841,Classical
30,0.253,586.2,0.11,83.663,0.133,Classical
30,0.307,249.333,0.26,148.426,0.271,Classical
30,0.157,627.733,0.0231,89.027,0.0366,Classical
30,0.375,65.84,0.591,118.085,0.266,Classical
30,0.368,94.04,0.0147,71.81,0.537,Classical
30,0.661,199.613,0.317,121.455,0.659,Classical
30,0.173,466.253,0.127,142.487,0.115,Classical
30,0.329,218.147,0.0446,69.357,0.203,Classical
30,0.297,1239.4,0.0959,106.647,0.189,Classical
30,0.454,261.933,0.0172,126.986,0.335,Classical
30,0.16,175.573,0.175,170.855,0.0639,Classical
30,0.154,675.52,0.0169,139.28,0.0372,Classical
30,0.415,384.093,0.203,85.33,0.161,Classical
30,0.332,406.227,0.008,130.707,0.177,Classical
30,0.197,690.28,0.0869,81.379,0.039,Classical
30,0.422,372,0.271,147.783,0.461,Classical
30,0.403,323.333,0.0185,128.433,0.0605,Classical
30,0.3,476.747,0.00421,75.347,0.13,Classical
30,0.253,416.2,0.145,107.738,0.114,Classical
30,0.12,223.04,0.0336,84.486,0.135,Classical
30,0.27,635.04,0.134,88.169,0.347,Classical
30,0.302,151.533,0.0521,91.413,0.447,Classical
30,0.594,242.733,0.287,102.486,0.0741,Classical
30,0.533,357.2,0.0391,133.458,0.413,Classical
30,0.449,311.76,0.203,137.966,0.551,Classical
30,0.221,455.263,0.161,100.023,0.034,Classical
30,0.2,152.307,0.0112,59.817,0.0386,Classical
30,0.368,145.467,0.214,148.927,0.271,Classical
30,0.288,302.6,0.0806,144.176,0.0617,Classical
30,0.367,243.053,0.0452,91.278,0.151,Classical
30,0.311,259.173,0.0766,77.657,0.135,Classical
30,0.292,442.612,0.0238,98.53,0.136,Classical
30,0.18,265.667,0.0857,127.976,0.0358,Classical
30,0.393,349.373,0.107,113.123,0.172,Classical
30,0.305,99.147,0.29,125.269,0.179,Classical
30,0.188,157.027,0.102,88.398,0.153,Classical
30,0.283,227.787,0.00952,65.861,0.0486,Classical
30,0.121,403.217,0.52,86.348,0.109,Classical
30,0.564,332.547,0.331,105.338,0.543,Classical
30,0.176,438.64,0.0181,80.644,0.0362,Classical
30,0.464,133.681,0.312,119.622,0.701,Classical
30,0.104,875.933,0.0377,80.22,0.0401,Classical
30,0.12,208.933,0.0544,82.318,0.0331,Classical
30,0.278,564.04,0.0296,69.314,0.0611,Classical
30,0.294,215.266,0.0362,106.99,0.424,Classical
30,0.405,247.275,0.0833,102.887,0.0531,Classical
30,0.581,228.093,0.0621,88.869,0.543,Classical
30,0.428,179.307,0.00317,131.822,0.298,Classical
30,0.549,497.132,0.225,86.558,0.572,Classical
30,0.15,314.987,0.203,67.182,0.0834,Classical
30,0.0942,514.577,0.369,72.482,0.0379,Classical
30,0.453,437.067,0.0694,138.445,0.291,Classical
30,0.0787,160.6,0.0126,34.856,0.267,Classical
30,0.427,83.227,0.0204,111.242,0.346,Classical
30,0.355,280.12,0.213,78.728,0.0355,Classical
30,0.396,204.427,0.315,141.558,0.65,Classical
30,0.203,400.268,0.0311,102.523,0.0345,Classical
30,0.127,259.4,0.548,168.704,0.135,Classical
30,0.241,493.4,0.0202,93.418,0.17,Classical
30,0.152,316.427,0.0439,135.59,0.0309,Classical
30,0.276,200.213,0.101,95.037,0.765,Classical
30,0.28,288.667,0.0189,83.326,0.289,Classical
30,0.0656,347.653,0.0366,73.093,0.0355,Classical
30,0.401,243.267,0.176,112.306,0.212,Classical
30,0.383,154.267,0.00183,74.43,0.425,Classical
30,0.255,539.24,0.0884,85.413,0.103,Classical
30,0.0765,267.12,0.0213,79.47,0.0363,Classical
30,0.544,218.4,0.0639,109.189,0.278,Classical
30,0.629,104.88,0.255,117.038,0.706,Classical
30,0.116,902,0.207,77.177,0.083,Classical
30,0.325,327.994,0.837,76.015,0.212,Classical
30,0.467,137.84,0.0194,71.011,0.158,Classical
30,0.29,135.307,0.312,209.694,0.0534,Classical
30,0.243,474.227,0.082,109.08,0.0914,Classical
30,0.577,251.933,0.247,111.924,0.426,Classical
30,0.381,287.898,0.927,139.963,0.181,Classical
30,0.423,147.32,0.0227,69.641,0.107,Classical
30,0.343,530.827,0.182,67.339,0.0844,Classical
30,0.269,236.2,0.0488,125.793,0.123,Classical
30,0.334,128.28,0.191,158.151,0.813,Classical
30,0.23,501.107,0.122,90.779,0.114,Classical
30,0.235,274.053,0.0738,116.315,0.184,Classical
30,0.211,204.2,0.032,89.761,0.185,Classical
30,0.348,200.493,0.177,103.858,0.261,Classical
30,0.157,382.453,0.126,85.357,0.0348,Classical
30,0.431,386.253,0.223,171.957,0.805,Classical
30,0.231,834.76,0.17,99.461,0.0902,Classical
30,0.399,687.84,0.0785,141.722,0.128,Classical
30,0.647,76.747,0.0167,65.227,0.44,Classical
30,0.183,410.493,0.0182,93.105,0.0519,Classical
30,0.327,319,0.057,129.482,0.241,Classical
30,0.518,178.293,0.354,100.804,0.933,Classical
30,0.388,440.693,0.54,107.052,0.587,Classical
30,0.314,835.133,0.305,85.268,0.129,Classical
30,0.34,333.333,0.0458,170.569,0.37,Classical
30,0.0639,433.12,0.0239,70.073,0.0326,Classical
30,0.295,358.76,0.0184,71.542,0.0801,Classical
30,0.227,263.97,0.162,82.164,0.11,Classical
30,0.194,517.36,0.079,100.309,0.082,Classical
30,0.238,267,0.0566,67.758,0.0908,Classical
30,0.272,182.64,0.171,135.287,0.228,Classical
30,0.443,183.467,0.27,116.153,0.28,Classical
30,0.0843,840.213,0.0179,84.694,0.0328,Classical
30,0.119,813.56,0.0203,79.887,0.0395,Classical
30,0.411,262.373,0.0745,106.441,0.42,Classical
30,0.37,773,0.131,131.166,0.335,Classical
30,0.157,292.188,0.113,73.517,0.0457,Classical
30,0.258,391.507,0.0262,68.362,0.0526,Classical
30,0.196,281.4,0.00887,82.143,0.118,Classical
30,0.471,115.88,0.216,92.132,0.347,Classical
30,0.368,620.293,0.0224,98.118,0.247,Classical
30,0.18,318.653,0.0787,72.292,0.0362,Classical
30,0.38,416.173,0.197,141.291,0.314,Classical
30,0.189,151,0.0229,69.126,0.0392,Classical
30,0.35,235.107,0.147,97.661,0.3,Classical
30,0.502,198.093,0.0465,76.007,0.186,Classical
30,0.208,462.592,0.0219,100.872,0.0983,Classical
30,0.36,158.293,0.461,79.722,0.424,Classical
30,0.263,181.467,0.0319,67.066,0.389,Classical
30,0.335,233.84,0.243,132.582,0.349,Classical
30,0.548,190.961,0.352,117.632,0.342,Classical
30,0.622,322.769,0.386,107.298,0.263,Classical
30,0.126,180.613,0.0722,79.09,0.0384,Classical
30,0.459,149.467,0.0996,127.58,0.699,Classical
30,0.306,186.533,0.00707,70.325,0.119,Classical
30,0.609,187.413,0.613,90.252,0.868,Classical
30,0.384,346.493,0.0921,60.008,0.0866,Classical
30,0.345,235.141,0.282,114.654,0.156,Classical
30,0.377,213.253,0.111,96.688,0.137,Classical
30,0.651,260.56,0.292,112.975,0.89,Classical
30,0.425,351.427,0.274,138.197,0.393,Classical
30,0.359,183.267,0.18,111.766,0.538,Classical
30,0.063,68.6,0.058,75.047,0.0477,Classical
30,0.26,447.123,0.0962,79.718,0.0482,Classical
30,0.422,686.853,0.12,78.289,0.3,Classical
30,0.325,434.16,0.186,133.548,0.101,Classical
30,0.163,226.187,0.224,177.115,0.0573,Classical
30,0.213,265.707,0.173,81.34,0.124,Classical
30,0.118,429.227,0.00417,95.401,0.0381,Classical
30,0.429,424.56,0.82,78.434,0.448,Classical
30,0.272,581.467,0.23,98.428,0.571,Classical
30,0.395,167,0.0274,120.199,0.21,Classical
30,0.487,109.6,0.00933,77.982,0.487,Classical
30,0.282,405,0.253,80.958,0.0706,Classical
30,0.416,154.56,0.0508,105.31,0.659,Classical
30,0.31,663.733,0.944,176.884,0.17,Classical
30,0.316,378.267,0.772,88.648,0.66,Classical
30,0.215,136.178,0.0791,76.205,0.051,Classical
30,0.182,297.413,0.0229,80.253,0.0309,Classical
30,0.161,173.507,0.167,95.976,0.0502,Classical
30,0.466,295.246,0.158,82.529,0.293,Classical
30,0.43,533.684,0.0828,125.093,0.459,Classical
30,0.0744,299.867,0.0963,74.359,0.0398,Classical
30,0.262,271.51,0.314,105.72,0.147,Classical
31,0.622,218.293,0.89,115.002,0.531,Electronic
31,0.66,236.089,0.892,128.043,0.111,Electronic
31,0.6,446.413,0.796,115.01,0.0318,Electronic
31,0.595,222.147,0.904,127.61,0.841,Electronic
31,0.592,219.293,0.695,117.858,0.658,Electronic
31,0.709,188.68,0.677,99.029,0.544,Electronic
31,0.571,183.985,0.923,150.22,0.465,Electronic
31,0.355,293.172,0.674,90.954,0.0356,Electronic
31,0.629,278.4,0.914,149.991,0.183,Electronic
31,0.86,251.009,0.68,109.995,0.237,Electronic
31,0.566,322.105,0.879,76.01,0.295,Electronic
31,0.637,175.983,0.708,99.987,0.733,Electronic
31,0.551,289.187,0.327,75.037,0.22,Electronic
31,0.734,303.92,0.757,127.993,0.158,Electronic
31,0.485,352,0.919,79.988,0.432,Electronic
31,0.312,586.518,0.523,119.846,0.0511,Electronic
31,0.477,166.987,0.998,127.427,0.0848,Electronic
31,0.718,95.077,0.77,92.974,0.233,Electronic
31,0.646,269.627,0.879,88.013,0.107,Electronic
31,0.646,254.419,0.689,82.91,0.42,Electronic
31,0.708,190.362,0.87,145.007,0.58,Electronic
31,0.523,204.343,0.941,174.953,0.375,Electronic
31,0.704,195.041,0.962,183.93,0.432,Electronic
31,0.895,172.841,0.812,125.071,0.75,Electronic
31,0.713,150,0.932,127.935,0.341,Electronic
31,0.73,664.573,0.912,126.971,0.756,Electronic
31,0.591,152.293,0.707,144.851,0.252,Electronic
31,0.765,449.96,0.514,96.982,0.211,Electronic
31,0.602,341.253,0.556,130.019,0.218,Electronic
31,0.582,288,0.746,160.013,0.664,Electronic
31,0.799,493.92,0.887,117.97,0.595,Electronic
31,0.668,235.54,0.763,111.993,0.398,Electronic
31,0.452,268.337,0.758,75.11,0.616,Electronic
31,0.709,357.533,0.263,108.925,0.233,Electronic
31,0.537,240,0.732,140.001,0.28,Electronic
31,0.736,251.707,0.423,88.015,0.804,Electronic
31,0.558,154.4,0.903,112.468,0.0965,Electronic
31,0.573,234.467,0.292,104.454,0.123,Electronic
31,0.681,153.933,0.831,111.213,0.512,Electronic
31,0.523,216.948,0.823,173.982,0.213,Electronic
31,0.745,240.56,0.724,91.954,0.347,Electronic
31,0.66,227.442,0.976,172.109,0.0667,Electronic
31,0.617,178.216,0.904,103.007,0.611,Electronic
31,0.677,159.289,0.956,150.037,0.279,Electronic
31,0.868,220.2,0.682,118.172,0.926,Electronic
31,0.711,293.2,0.621,80.015,0.962,Electronic
31,0.122,243.44,0.921,186.723,0.284,Electronic
31,0.738,187.329,0.924,150.034,0.863,Electronic
31,0.799,100.453,0.461,93.038,0.447,Electronic
31,0.632,203.103,0.55,144.064,0.466,Electronic
31,0.721,264,0.979,140.031,0.265,Electronic
31,0.482,270.967,0.855,92.97,0.245,Electronic
31,0.518,231.168,0.892,140.044,0.249,Electronic
31,0.721,340.918,0.786,101.997,0.706,Electronic
31,0.791,221.293,0.626,113.954,0.291,Electronic
31,0.517,253.503,0.949,141.988,0.262,Electronic
31,0.39,248.093,0.622,146.24,0.251,Electronic
31,0.312,321.6,0.981,149.6,0.043,Electronic
31,0.891,250.286,0.78,139.944,0.622,Electronic
31,0.297,368.688,0.295,138.565,0.0537,Electronic
31,0.698,214.286,0.898,140.009,0.443,Electronic
31,0.535,193.75,0.66,139.673,0.129,Electronic
31,0.581,370.213,0.808,130.015,0.141,Electronic
31,0.539,293.695,0.978,169.91,0.329,Electronic
31,0.499,184,0.953,150.152,0.43,Electronic
31,0.271,138.22,0.895,154.114,0.525,Electronic
31,0.458,297.347,0.709,196.142,0.0983,Electronic
31,0.575,243.2,0.222,107.413,0.205,Electronic
31,0.517,187.2,0.992,75.03,0.362,Electronic
31,0.611,225.029,0.853,144.897,0.184,Electronic
31,0.53,173.693,0.568,171.236,0.494,Electronic
31,0.807,243.629,0.745,119.986,0.863,Electronic
31,0.699,292.414,0.892,174.014,0.394,Electronic
31,0.585,223.784,0.987,148.018,0.727,Electronic
31,0.565,239.213,0.477,134.079,0.185,Electronic
31,0.729,271.969,0.282,124.014,0.128,Electronic
31,0.684,224,0.9,149.96,0.556,Electronic
31,0.544,322.96,0.869,120,0.466,Electronic
31,0.531,181.4,0.848,111.804,0.467,Electronic
31,0.489,208.063,0.58,123.116,0.128,Electronic
31,0.654,178.286,0.9,139.965,0.183,Electronic
31,0.801,318.88,0.649,160.045,0.228,Electronic
31,0.548,274.286,0.905,139.968,0.24,Electronic
31,0.787,175.212,0.831,100.041,0.346,Electronic
31,0.226,277.681,0.233,82.953,0.0927,Electronic
31,0.746,240,0.85,132.03,0.247,Electronic
31,0.567,173.518,0.964,101.998,0.543,Electronic
31,0.71,195.225,0.965,140.01,0.336,Electronic
31,0.727,164.707,0.862,159.982,0.971,Electronic
31,0.164,101.853,0.136,128.66,0.0362,Electronic
31,0.729,214.163,0.869,129.986,0.17,Electronic
31,0.488,347.08,0.881,166.895,0.122,Electronic
31,0.777,142,0.682,131.952,0.679,Electronic
31,0.658,226.286,0.95,139.997,0.526,Electronic
31,0.531,72.797,0.861,162.125,0.168,Electronic
31,0.679,197.143,0.842,139.947,0.26,Electronic
31,0.642,237.724,0.788,144.861,0.448,Electronic
31,0.818,297.427,0.894,117.986,0.55,Electronic
31,0.53,239.493,0.99,169.821,0.396,Electronic
31,0.492,232.131,0.526,122.178,0.163,Electronic
31,0.537,233.143,0.835,139.767,0.42,Electronic
31,0.772,312.353,0.769,135.976,0.211,Electronic
31,0.747,257.227,0.315,143.789,0.473,Electronic
31,0.608,361.92,0.621,115.004,0.0984,Electronic
31,0.508,201.027,0.605,126.848,0.254,Electronic
31,0.521,212.465,0.796,114.179,0.481,Electronic
31,0.562,191.712,0.917,149.985,0.841,Electronic
31,0.736,204.706,0.394,135.907,0.283,Electronic
31,0.685,340.268,0.8,142.991,0.246,Electronic
31,0.7,307.4,0.935,103.984,0.811,Electronic
31,0.71,273.36,0.361,94.074,0.879,Electronic
31,0.515,135.2,0.974,75.032,0.0558,Electronic
31,0.732,156.279,0.738,171.998,0.473,Electronic
31,0.73,473,0.546,103,0.801,Electronic
31,0.827,262.318,0.549,110.006,0.444,Electronic
31,0.708,181.533,0.973,112.03,0.622,Electronic
31,0.56,252.8,0.95,74.994,0.149,Electronic
31,0.779,211.525,0.497,117.952,0.158,Electronic
31,0.679,253.793,0.792,94.934,0.33,Electronic
31,0.615,198,0.939,159.79,0.35,Electronic
31,0.609,330.32,0.712,144.029,0.354,Electronic
31,0.598,209.028,0.697,116.01,0.364,Electronic
31,0.561,266.56,0.919,126.99,0.269,Electronic
31,0.852,245.063,0.685,118.494,0.685,Electronic
31,0.563,312.04,0.368,179.786,0.49,Electronic
31,0.627,259.196,0.411,105.042,0.0536,Electronic
31,0.471,254.455,0.831,174.016,0.037,Electronic
31,0.413,204.147,0.671,171.99,0.366,Electronic
31,0.819,228.429,0.896,140.022,0.238,Electronic
31,0.555,232.747,0.72,119.835,0.199,Electronic
31,0.722,236.929,0.855,131.978,0.625,Electronic
31,0.351,240,0.968,140.079,0.187,Electronic
31,0.228,267.904,0.465,119.966,0.037,Electronic
31,0.688,360.296,0.87,127.967,0.174,Electronic
31,0.445,175.765,0.748,170.007,0.201,Electronic
31,0.36,180.706,0.888,84.173,0.21,Electronic
31,0.566,241.714,0.67,139.822,0.207,Electronic
31,0.559,253.619,0.476,79.24,0.707,Electronic
31,0.684,298.723,0.798,94.135,0.576,Electronic
31,0.442,295.667,0.925,75.077,0.174,Electronic
31,0.589,213.544,0.873,136.106,0.188,Electronic
31,0.851,361,0.803,129.218,0.528,Electronic
31,0.503,215.273,0.717,82.512,0.318,Electronic
31,0.774,308,0.837,125.027,0.499,Electronic
31,0.468,340.6,0.332,129.807,0.141,Electronic
31,0.732,259.976,0.312,119.941,0.297,Electronic
31,0.721,375.58,0.551,116.99,0.263,Electronic
31,0.568,163.764,0.578,130.149,0.151,Electronic
31,0.538,236.8,0.955,74.898,0.234,Electronic
31,0.17,96.585,0.517,118.119,0.575,Electronic
31,0.679,229.024,0.904,130.013,0.0672,Electronic
31,0.603,389.32,0.757,106.816,0.606,Electronic
31,0.65,304.537,0.825,78.359,0.518,Electronic
31,0.636,221.507,0.602,103.988,0.473,Electronic
31,0.37,216,0.897,140.171,0.116,Electronic
31,0.564,267.2,0.406,99.992,0.186,Electronic
31,0.448,247.17,0.92,171.945,0.206,Electronic
31,0.709,245.625,0.797,127.982,0.35,Electronic
31,0.717,184.3,0.976,103.002,0.0724,Electronic
31,0.61,161.333,0.441,180.401,0.753,Electronic
31,0.476,204.8,0.842,150.135,0.402,Electronic
31,0.223,250.293,0.365,124.304,0.0365,Electronic
31,0.575,221.278,0.995,127.954,0.321,Electronic
31,0.835,321.231,0.755,130.032,0.193,Electronic
31,0.868,259.795,0.702,121.998,0.247,Electronic
31,0.776,267.556,0.792,118.018,0.219,Electronic
31,0.718,224.053,0.817,150.007,0.232,Electronic
31,0.566,196.68,0.778,74.987,0.398,Electronic
31,0.629,361.4,0.989,117.003,0.263,Electronic
31,0.754,416.32,0.917,99.039,0.759,Electronic
31,0.377,186.44,0.75,187.959,0.144,Electronic
31,0.769,215.294,0.792,136.021,0.295,Electronic
31,0.725,282.857,0.914,111.973,0.195,Electronic
31,0.559,226.286,0.705,140.097,0.159,Electronic
31,0.935,577.604,0.433,121.011,0.308,Electronic
31,0.358,403.667,0.489,119.872,0.178,Electronic
31,0.333,93.987,0.0955,119.316,0.355,Anime
31,0.299,199.093,0.579,110.114,0.232,Anime
31,0.238,278.96,0.888,179.323,0.268,Anime
31,0.478,254.973,0.931,174.96,0.539,Anime
31,0.54,246.4,0.911,91.529,0.488,Anime
31,0.496,234.867,0.984,130.021,0.369,Anime
31,0.317,91.08,0.559,150.553,0.287,Anime
31,0.42,294.307,0.802,179.942,0.559,Anime
31,0.46,239.307,0.924,91.66,0.964,Anime
31,0.362,120.52,0.669,120.102,0.104,Anime
31,0.419,310.373,0.972,165.015,0.465,Anime
31,0.279,314.36,0.743,125.12,0.466,Anime
31,0.583,95.493,0.854,120.022,0.267,Anime
31,0.45,187.493,0.995,102.47,0.267,Anime
31,0.636,230.587,0.27,143.885,0.518,Anime
31,0.819,190.547,0.437,111.996,0.337,Anime
31,0.312,258.947,0.953,184.024,0.467,Anime
31,0.559,272.267,0.961,125.072,0.437,Anime
31,0.612,189.507,0.62,127.069,0.624,Anime
31,0.232,295.093,0.982,191.188,0.295,Anime
31,0.444,99.333,0.0687,139.81,0.179,Anime
31,0.783,274.68,0.596,116.98,0.794,Anime
31,0.562,290.347,0.928,125.279,0.359,Anime
31,0.14,201.187,0.142,48.658,0.0763,Anime
31,0.254,219.027,0.993,113.933,0.29,Anime
31,0.514,389.92,0.44,75.194,0.322,Anime
31,0.369,237.2,0.976,160.004,0.538,Anime
31,0.666,324.52,0.37,125.937,0.167,Anime
31,0.418,139.2,0.902,119.987,0.513,Anime
31,0.505,248.267,0.965,97.533,0.413,Anime
31,0.335,261.52,0.881,127.846,0.382,Anime
31,0.467,288.613,0.648,152.049,0.61,Anime
31,0.564,200.453,0.954,99.06,0.659,Anime
31,0.109,198.767,0.24,166.383,0.0521,Anime
31,0.748,148.2,0.614,117.11,0.964,Anime
31,0.489,37.227,0.955,96.029,0.212,Anime
31,0.665,258.271,0.618,104.036,0.699,Anime
31,0.464,306.24,0.977,180.904,0.361,Anime
31,0.493,267.439,0.725,159.998,0.475,Anime
31,0.43,299.398,0.96,195.023,0.386,Anime
31,0.628,92.21,0.95,94.987,0.965,Anime
31,0.488,237.533,0.992,102.491,0.235,Anime
31,0.422,240.683,0.951,96.342,0.456,Anime
31,0.737,222.693,0.84,130.001,0.765,Anime
31,0.408,284.973,0.631,156.026,0.44,Anime
31,0.512,247.96,0.988,99.985,0.195,Anime
31,0.336,203.84,0.996,199.85,0.359,Anime
31,0.533,267.573,0.986,163.988,0.45,Anime
31,0.513,179.253,0.99,102.489,0.289,Anime
31,0.576,134.656,0.663,130.919,0.4,Anime
31,0.231,139.461,0.989,191.447,0.301,Anime
31,0.577,192.293,0.963,155.093,0.814,Anime
31,0.319,190.133,0.39,169.998,0.322,Anime
31,0.557,295.107,0.873,131.971,0.29,Anime
31,0.506,131.267,0.983,96.094,0.654,Anime
31,0.205,242.96,0.778,153.015,0.322,Anime
31,0.551,347.093,0.366,139.944,0.141,Anime
31,0.482,365.253,0.565,75.034,0.509,Anime
31,0.273,140.213,0.869,179.913,0.137,Anime
31,0.449,249.6,0.871,204.048,0.786,Anime
31,0.568,363.44,0.868,80.002,0.556,Anime
31,0.352,93.067,0.432,88.139,0.417,Anime
31,0.414,197.8,0.961,136.162,0.517,Anime
31,0.745,207,0.907,124.994,0.908,Anime
31,0.418,267.293,0.993,159.078,0.435,Anime
31,0.597,261.92,0.956,120.021,0.638,Anime
31,0.508,202.133,0.939,99.829,0.559,Anime
31,0.467,232.68,0.929,169.953,0.703,Anime
31,0.406,332.04,0.977,180.79,0.374,Anime
31,0.375,280.507,0.848,160.219,0.486,Anime
31,0.49,282.053,0.969,177.018,0.711,Anime
31,0.511,237.547,0.895,187.032,0.786,Anime
31,0.553,190.346,0.521,173.645,0.459,Anime
31,0.651,273.661,0.785,105.211,0.577,Anime
31,0.429,250.053,0.726,85.035,0.21,Anime
31,0.625,330.919,0.154,76.054,0.245,Anime
31,0.567,234.36,0.585,134.972,0.371,Anime
31,0.549,215.96,0.627,150.131,0.707,Anime
31,0.554,267.973,0.824,152.111,0.837,Anime
31,0.612,287.52,0.686,124.003,0.357,Anime
31,0.755,182.958,0.778,142.016,0.907,Anime
31,0.513,199.189,0.964,95.542,0.579,Anime
31,0.565,260.467,0.393,75.537,0.229,Anime
31,0.474,272.52,0.882,177.894,0.632,Anime
31,0.523,233.07,0.982,90.075,0.503,Anime
31,0.245,236.96,0.986,99.077,0.263,Anime
31,0.749,234.664,0.735,129.546,0.498,Anime
31,0.526,235.52,0.985,97.439,0.245,Anime
